CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2020;Alajuela;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.87;;31/05/2021
2020;Alajuela;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;2.02;;31/05/2021
2020;Alajuela;Doctorado: PD Contabilidad y finanzas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;3;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Derecho [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Derecho [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;4.34;;31/05/2021
2020;Alajuela;Doctorado: PD Derecho [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;2.23;;31/05/2021
2020;Alajuela;Doctorado: PD Derecho [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;9;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Derecho [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;7;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Derechos humanos y libertades fundamentales [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.60;;31/05/2021
2020;Alajuela;Doctorado: PD Derechos humanos y libertades fundamentales [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Economía [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Economía [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;4.13;;31/05/2021
2020;Alajuela;Doctorado: PD Economía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Economía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;3.54;;31/05/2021
2020;Alajuela;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;3.52;;31/05/2021
2020;Alajuela;Doctorado: PD Economía y gestión de las organizaciones [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Educación [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Educación [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.20;;31/05/2021
2020;Alajuela;Doctorado: PD Educación [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;2.84;;31/05/2021
2020;Alajuela;Doctorado: PD Educación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;5;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Educación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;3;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Graduado;Hombres;5;0;0;0;2.11;;31/05/2021
2020;Alajuela;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;2.84;;31/05/2021
2020;Alajuela;Doctorado: PD Energías renovables y eficiencia energética [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Estudios ingleses [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;2.69;;31/05/2021
2020;Alajuela;Doctorado: PD Estudios ingleses [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.55;;31/05/2021
2020;Alajuela;Doctorado: PD Estudios ingleses [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;3.39;;31/05/2021
2020;Alajuela;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.56;;31/05/2021
2020;Alajuela;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Filosofía [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Física [RD 99/2011];Doctorado;Graduado;Hombres;4;0;0;0;3.66;;31/05/2021
2020;Alajuela;Doctorado: PD Física [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;3;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Física [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Geología [RD 99/2011];Doctorado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Geología [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.18;;31/05/2021
2020;Alajuela;Doctorado: PD Geología [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Geología [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Historia contemporánea [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.58;;31/05/2021
2020;Alajuela;Doctorado: PD Historia contemporánea [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;0.63;;31/05/2021
2020;Alajuela;Doctorado: PD Historia contemporánea [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.14;;31/05/2021
2020;Alajuela;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Graduado;Mujeres;4;0;0;0;1.90;;31/05/2021
2020;Alajuela;Doctorado: PD Historia del arte [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.35;;31/05/2021
2020;Alajuela;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Historia, sociedad y cultura: épocas medieval y moderna [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Información y Comunicación [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Información y Comunicación [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;2.78;;31/05/2021
2020;Alajuela;Doctorado: PD Información y Comunicación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería biomédica [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería biomédica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;3.08;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería biomédica [RD 99/2011];Doctorado;Graduado;Mujeres;4;0;0;0;3.72;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.49;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de diseño y fabricación [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Graduado;Hombres;6;0;0;0;3.50;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;3.82;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería de sistemas e informática [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería electrónica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;3.42;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.50;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería mecánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;2.50;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Graduado;Mujeres;7;0;0;0;3.37;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ingeniería química y del medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;3.96;;31/05/2021
2020;Alajuela;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;3.11;;31/05/2021
2020;Alajuela;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Lingüística hispánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;1.69;;31/05/2021
2020;Alajuela;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Literaturas hispánicas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Matemáticas y estadística [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.88;;31/05/2021
2020;Alajuela;Doctorado: PD Matemáticas y estadística [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;3.56;;31/05/2021
2020;Alajuela;Doctorado: PD Mecánica de fluídos [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina [RD 99/2011];Doctorado;Graduado;Hombres;4;0;0;0;3.35;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina [RD 99/2011];Doctorado;Graduado;Mujeres;29;0;0;0;3.23;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;5;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;7;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Graduado;Hombres;4;0;0;0;1.08;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Graduado;Mujeres;6;0;0;0;1.40;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Medicina y sanidad animal [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;3;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Nuevos territorios en la arquitectura [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.36;;31/05/2021
2020;Alajuela;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;3.92;;31/05/2021
2020;Alajuela;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Ordenación del territorio y medio ambiente [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Patrimonio, Sociedades y Espacios de Frontera [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Producción animal [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;2.32;;31/05/2021
2020;Alajuela;Doctorado: PD Producción animal [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;3.66;;31/05/2021
2020;Alajuela;Doctorado: PD Química física [RD 99/2011];Doctorado;Graduado;Hombres;2;0;0;0;3.74;;31/05/2021
2020;Alajuela;Doctorado: PD Química inorgánica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;2.82;;31/05/2021
2020;Alajuela;Doctorado: PD Química inorgánica [RD 99/2011];Doctorado;Graduado;Mujeres;3;0;0;0;1.60;;31/05/2021
2020;Alajuela;Doctorado: PD Química inorgánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Química orgánica [RD 99/2011];Doctorado;Graduado;Hombres;3;0;0;0;3.74;;31/05/2021
2020;Alajuela;Doctorado: PD Química orgánica [RD 99/2011];Doctorado;Graduado;Mujeres;2;0;0;0;4.00;;31/05/2021
2020;Alajuela;Doctorado: PD Química orgánica [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Relaciones de género y estudios feministas [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Graduado;Hombres;1;0;0;0;4.47;;31/05/2021
2020;Alajuela;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Graduado;Mujeres;1;0;0;0;4.29;;31/05/2021
2020;Alajuela;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Hombres;0;4;0;0;;;31/05/2021
2020;Alajuela;Doctorado: PD Sociología de las políticas públicas y sociales [RD 99/2011];Doctorado;Incumple Régimen de permanencia;Mujeres;0;4;0;0;;;31/05/2021
2020;Alajuela;Doctorado: Sociología de las políticas públicas y sociales [RD 1393/2007];Doctorado;Graduado;Mujeres;1;0;0;0;2.36;;31/05/2021
2020;Alajuela;Enfermería;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2020;Alajuela;Estadística;Diplomatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2020;Alajuela;Estadística;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2020;Alajuela;Filología Hispánica;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Filología Hispánica;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Filología Hispánica;Licenciatura o equivalente;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2020;Alajuela;Filología Hispánica;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2020;Alajuela;Filología Inglesa;Licenciatura o equivalente;Abandono Voluntario;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Filología Inglesa;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021
2020;Alajuela;Filología Inglesa;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;3;;;31/05/2021
2020;Alajuela;Geografía;Licenciatura o equivalente;Abandono Voluntario;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Abandono Voluntario;Hombres;0;80;24;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Abandono Voluntario;Mujeres;0;53;17;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;17;12;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;9;8;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Graduado;Hombres;137;0;0;0;5.25;88.23;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Graduado;Mujeres;159;0;0;0;5.40;90.86;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Incumple Régimen de permanencia;Hombres;0;19;12;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Incumple Régimen de permanencia;Mujeres;0;5;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;14;;;31/05/2021
2020;Alajuela;Bachillerato: Administración y Dirección de Empresas;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;13;;;31/05/2021
2020;Alajuela;Bachillerato: Biotecnología;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Biotecnología;Bachillerato;Graduado;Hombres;19;0;0;0;4.06;96.43;31/05/2021
2020;Alajuela;Bachillerato: Biotecnología;Bachillerato;Graduado;Mujeres;44;0;0;0;4.13;98.66;31/05/2021
2020;Alajuela;Bachillerato: Biotecnología;Bachillerato;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Biotecnología;Bachillerato;Incumple Régimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Biotecnología;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Abandono Voluntario;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Abandono Voluntario;Mujeres;0;3;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Graduado;Hombres;14;0;0;0;4.57;91.01;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Graduado;Mujeres;29;0;0;0;4.19;94.37;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Incumple Régimen de permanencia;Mujeres;0;2;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y Tecnología de los Alimentos;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;3;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Abandono Voluntario;Hombres;0;26;9;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Abandono Voluntario;Mujeres;0;27;9;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;4;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;10;7;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Graduado;Hombres;113;0;0;0;5.00;91.53;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Graduado;Mujeres;191;0;0;0;4.91;92.12;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;15;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;12;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Abandono Voluntario;Hombres;0;35;19;0;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Abandono Voluntario;Mujeres;0;21;8;0;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;8;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Graduado;Hombres;50;0;0;0;5.40;78.66;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Graduado;Mujeres;42;0;0;0;5.50;80.29;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Incumple Régimen de permanencia;Hombres;0;14;8;0;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Incumple Régimen de permanencia;Mujeres;0;5;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;14;;;31/05/2021
2020;Alajuela;Bachillerato: Economía;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Abandono Voluntario;Hombres;0;5;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Abandono Voluntario;Mujeres;0;6;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;15;15;0;;;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Graduado;Hombres;27;0;0;0;4.00;95.14;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Graduado;Mujeres;123;0;0;0;4.08;96.95;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Enfermería;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
